1.	A
2.	D
3.	C
4.	C
5.	B
6.	A
7.	B
8.	A
9.	B
10.	C
11.	A
12.	B
13.	A
14.	C
15.	E
16.	C
17.	A
18.	A
19.	B
20.	A
21.	B
22.	C
23.	B
24.	B
25.	C
26.	A
27.	A
28.	C
29.	B
30.	C
31.	A
32.	C
33.	D
34.	C
35.	B
36.	A
37.	A
38.	B
39.	C
40.	D
41.	A
42.	A
43.	C
44.	A
45.	D
46.	A
47.	B
48.	C
49.	B
50.	C
51.	B
52.	B
53.	A
54.	B
55.	D
56.	B
57.	C
58.	D
59.	C
60.	E
61.	C
62.	C
63.	C
64.	C
65.	C
66.	B
67.	C
68.	A
69.	C
70.	C
71.	A
72.	C
73.	C
74.	B
75.	A
76.	E
77.	B
78.	A
79.	C
80.	B
81.	C
82.	C
83.	B
84.	A
85.	B
86.	B
87.	C
88.	B
89.	C
90.	D
91.	D
92.	C
93.	D
94.	A
95.	B
96.	C
97.	C
98.	B
99.	C
100.	C
101.	D
102.	B
103.	C
104.	B
105.	C
106.	A
107.	E
108.	A
109.	C
110.	D
111.	A
112.	C
113.	A
114.	B
115.	B
116.	D
117.	B
118.	A
119.	B
120.	A
121.	B
122.	A
123.	A
124.	B
125.	D
126.	E
127.	A
128.	B
129.	C
130.	C
131.	D
132.	A
133.	A
134.	C
135.	C
136.	E
137.	B
138.	D
139.	B
140.	E
141.	C
142.	B
143.	A
144.	E
145.	C
146.	D
147.	B
148.	C
149.	A
150.	E
151.	B
152.	C
153.	A
154.	C
155.	A
156.	D
157.	E
158.	B
159.	D
160.	D
161.	B
162.	A
163.	D
164.	C
165.	E
166.	E
167.	B
168.	D
169.	B
170.	C
171.	A
172.	D
173.	E
174.	C
175.	A
176.	C
177.	A
178.	B
179.	E
180.	A
181.	D
182.	A
183.	B
184.	A
185.	A
186.	B
187.	E
188.	A
189.	A
190.	C
191.	E
192.	E
193.	B
194.	B
195.	B
196.	D
197.	C
198.	D
199.	B
200.	D
201.	A
202.	D
203.	B
204.	C
205.	D
206.	B
207.	A
208.	C
209.	D
210.	D
211.	B
212.	E
213.	B
214.	C
215.	A
216.	D
217.	B
218.	C
219.	B
220.	A
221.	B
222.	D
223.	C
224.	E
225.	B
226.	B
227.	A
228.	C
229.	E
230.	B
231.	E
232.	B
233.	C
234.	B
235.	A
236.	C
237.	B
238.	C
239.	C
240.	D
241.	B
242.	B
243.	C
244.	B
245.	C
246.	B
247.	B
248.	A
249.	B
250.	C
251.	B
252.	C
253.	D
254.	C
255.	E
256.	C
257.	C
258.	C
259.	C
260.	C
261.	B
262.	C
263.	B
264.	A
265.	C
266.	B
267.	E
268.	C
269.	B
270.	D
271.	E
272.	A
273.	B
274.	C
275.	E
276.	E
277.	C
278.	B
279.	D
280.	B
281.	B
282.	C
283.	B
284.	C
285.	D
286.	D
287.	C
288.	D
289.	A
290.	A
291.	C
292.	C
293.	B
294.	C
295.	C
296.	D
297.	C
298.	C
299.	A
300.	C
301.	C
302.	C
303.	D
304.	B
305.	B
306.	C
307.	B
308.	D
309.	A
310.	C
311.	E
312.	B
313.	C
314.	A
315.	B
316.	C
317.	A
318.	D
319.	B
320.	B
321.	A
322.	A
323.	E
324.	B
325.	A
326.	D
327.	C
328.	C
329.	B
330.	D
331.	A
332.	C
333.	B
334.	A
335.	E
336.	B
337.	C
338.	B
339.	E
340.	B
341.	C
342.	B
343.	C
344.	A
345.	C
346.	D
347.	A
348.	C
349.	B
350.	C
351.	A
352.	B
353.	B
354.	E
355.	E
356.	A
357.	D
358.	D
359.	B
360.	A
361.	D
362.	A
363.	B
364.	C
365.	A
366.	A
367.	C
368.	D
369.	C
370.	B
371.	A
372.	C
373.	C
374.	D
375.	D
376.	B
377.	D
378.	D
379.	A
380.	A
381.	B
382.	D
383.	B
384.	A
385.	D
386.	B
387.	E
388.	C
389.	A
390.	C
391.	D
392.	A
393.	A
394.	B
395.	D
396.	A
397.	C
398.	B
399.	C
400.	A
401.	E
402.	D
403.	C
404.	D
405.	D
406.	D
407.	B
408.	E
409.	A
410.	C
411.	B
412.	A
413.	B
414.	A
415.	D
416.	D
417.	E
418.	E
419.	D
420.	B
421.	B
422.	B
423.	B
424.	C
425.	B
426.	D
427.	D
428.	B
429.	C
430.	E
431.	A
432.	D
433.	C
434.	B
435.	A
436.	C
437.	D
438.	A
439.	E
440.	D
441.	E
442.	B
443.	E
444.	C
445.	B
446.	D
447.	B
448.	A
449.	A
450.	C
451.	A
452.	B
453.	C
454.	B
455.	D
456.	D
457.	D
458.	B
459.	A
460.	B
461.	E
462.	A
463.	B
464.	D
465.	C
466.	C
467.	E
468.	B
469.	D
470.	B
471.	B
472.	C
473.	B
474.	A
475.	A
476.	E
477.	D
478.	A
479.	D
480.	B
481.	B
482.	B
483.	B
484.	B
485.	C
486.	A
487.	B
488.	A
489.	C
490.	A
491.	C
492.	A
493.	B
494.	C
495.	D
496.	B
497.	A
498.	C
499.	B
500.	D
501.	A
502.	B
503.	C
504.	B
505.	C
506.	C
507.	B
508.	D
509.	A
510.	C
511.	A
512.	C
513.	C
514.	B
515.	D
516.	D
517.	C
518.	D
519.	B
520.	C
521.	C
522.	A
523.	C
524.	B
525.	A
526.	A
527.	E
528.	A
529.	E
530.	A
531.	A
532.	B
533.	D
534.	A
535.	B
536.	C
537.	D
538.	A
539.	D
540.	C
541.	C
542.	A
543.	B
544.	C
545.	A
546.	B
547.	A
548.	C
549.	E
550.	C
551.	A
552.	A
553.	C
554.	B
555.	A
556.	C
557.	B
558.	B
559.	C
560.	E
561.	C
562.	B
563.	C
564.	B
565.	A
566.	C
567.	D
568.	C
569.	B
570.	A
571.	A
572.	B
573.	C
574.	D
575.	A
576.	A
577.	C
578.	A
579.	D
580.	A
581.	B
582.	D
583.	E
584.	B
585.	D
586.	A
587.	D
588.	B
589.	C
590.	D
591.	B
592.	A
593.	C
594.	D
595.	D
596.	B
597.	E
598.	D
599.	C
600.	A
601.	D
602.	D
603.	A
604.	C
605.	D
606.	E
607.	D
608.	B
609.	C
610.	B
611.	C
612.	B
613.	B
614.	A
615.	D
616.	E
617.	B
618.	C
619.	C
620.	A
621.	D
622.	D
623.	C
624.	A
625.	B
626.	D
627.	C
628.	B
629.	A
630.	C
631.	A
632.	D
633.	C
634.	D
635.	C
636.	A
637.	A
638.	A
639.	A
640.	A
641.	A
642.	A
643.	A
644.	B
645.	A
646.	B
647.	B
648.	B
649.	A
650.	A
651.	B
652.	C
653.	A
654.	B
655.	A
656.	C
657.	B
658.	C
659.	A
660.	A
661.	A
662.	A
663.	A
664.	A
665.	C
666.	A
667.	D
668.	B
669.	D
670.	C
671.	A
672.	D
673.	D
674.	C
675.	C
676.	A
677.	D
678.	A
679.	C
680.	B
681.	C
682.	A
683.	D
684.	C
685.	B
686.	A
687.	B
688.	D
689.	A
690.	A
691.	D
692.	E
693.	C
694.	A
695.	B
696.	A
697.	C
698.	C
699.	A
700.	A
701.	A
702.	B
703.	A
704.	A
705.	E
706.	C
707.	A
708.	C
709.	A
710.	A
711.	C
712.	B
713.	B
714.	D
715.	A
716.	A
717.	A
718.	A
719.	A
720.	A
721.	B
722.	A
723.	B
724.	A
725.	A
726.	B
727.	B
728.	A
729.	B
730.	A
731.	B
732.	B
733.	A
734.	A
735.	E
736.	D
737.	A
738.	E
739.	B
740.	A
741.	D
742.	A
743.	C
744.	A
745.	B
746.	B
747.	B
748.	A
749.	A
750.	A
751.	A
752.	B
753.	A
754.	A
755.	A
756.	B
757.	A
758.	A
759.	B
760.	B
761.	A
762.	B
763.	B
764.	B
765.	B
766.	B
767.	B
768.	B
769.	C
770.	C
771.	C
772.	C
773.	C
774.	D
775.	C
776.	C
777.	C
778.	C
779.	C
780.	D
781.	D
782.	D
783.	D
784.	D
785.	D
786.	D
787.	D
788.	D
789.	D
790.	E
791.	B
792.	A
793.	D
794.	E
795.	E
796.	E
797.	E
798.	E
799.	E
800.	D
801.	A
802.	D
803.	A
804.	A
805.	A
806.	A
807.	A
808.	A
809.	A
810.	B
811.	B
812.	B
813.	B
814.	B
815.	B
816.	B
817.	B
818.	B
819.	C
820.	C
821.	C
822.	C
823.	C
824.	C
825.	A
826.	C
827.	C
828.	C
829.	D
830.	C
831.	D
832.	B
833.	D
834.	E
835.	D
836.	A
837.	A
838.	A
839.	D
840.	A
841.	C
842.	A
843.	A
844.	A
845.	B
846.	B
847.	D
848.	C
849.	B
850.	C
851.	D
852.	A
853.	A
854.	C
855.	D
856.	B
857.	A
858.	B
859.	C
860.	B
861.	C
862.	A
863.	D
864.	D
865.	D
866.	A
867.	D
868.	A
869.	E
870.	B
871.	D
872.	C
873.	C
874.	E
875.	A
876.	D
877.	A
878.	B
879.	D
880.	C
881.	E
882.	A
883.	A
884.	B
885.	C
886.	B
887.	D
888.	B
889.	B
890.	A
891.	B
892.	A
893.	B
894.	E
895.	E
896.	A
897.	D
898.	D
899.	D
900.	B
901.	E
902.	C
903.	A
904.	E
905.	D
906.	E
907.	C
908.	C
909.	B
910.	D
911.	C
912.	E
913.	B
914.	C
915.	D
916.	D
917.	D
918.	A
919.	B
920.	B
921.	D
922.	C
923.	E
924.	A
925.	A
926.	D
927.	D
928.	E
929.	D
930.	D
931.	C
932.	A
933.	A
934.	E
935.	C
936.	A
937.	D
938.	D
939.	B
940.	E
941.	B
942.	B
943.	A
944.	D
945.	A
946.	D
947.	C
948.	B
949.	A
950.	D
951.	D
952.	A
953.	A
954.	E
955.	E
956.	B
957.	D
958.	A
959.	E
960.	A
961.	C
962.	D
963.	B
964.	A
965.	C
966.	E
967.	B
968.	B
969.	B
970.	C
971.	A
972.	A
973.	A
974.	C
975.	C
976.	C
977.	C
978.	A
979.	B
980.	A
981.	C
982.	A
983.	A
984.	A
985.	C
986.	A
987.	C
988.	A
989.	B
990.	B
